Factors for n=4000000000000000000
3999999999999999900 : 2*2*3*5*5*89*1447*1553*66666667
3999999999999999901 : 19*2897*72670457642207
3999999999999999902 : 2*49965473*40027640687
3999999999999999903 : 3*101*241*54777261958561
3999999999999999904 : 2*2*2*2*2*1061*117813383600377
3999999999999999905 : 5*7*13*8791208791208791
3999999999999999906 : 2*3*3*17*31*421674045962471
3999999999999999907 : 14521697*275449900931
3999999999999999908 : 2*2*11*168409*539811357523
3999999999999999909 : 3*2713*491460867428431
3999999999999999910 : 2*5*399999999999999991
3999999999999999911 : 167*659*3581*86629*117163
3999999999999999912 : 2*2*2*3*7*7*4127*669869*1230349
3999999999999999913 : 239*16736401673640167
3999999999999999914 : 2*283*5903*248783*4812271
3999999999999999915 : 3*3*3*3*5*653*26759*565225709
3999999999999999916 : 2*2*59*119851*141418532531
3999999999999999917 : 193*20725388601036269
3999999999999999918 : 2*3*13*23*317*7033610105891
3999999999999999919 : 7*11*349*520969*285714287
3999999999999999920 : 2*2*2*2*5*19*2631578947368421
3999999999999999921 : 3*27073*2730919*18034061
3999999999999999922 : 2*29*37*7322153*254560769
3999999999999999923 : 17*9403*25023302950873
3999999999999999924 : 2*2*3*3*71437*1555372021657
3999999999999999925 : 5*5*5382913*29723683069
3999999999999999926 : 2*7*1733*164866870002473
3999999999999999927 : 3*8053*165569766960553
3999999999999999928 : 2*2*2*8999*55561729081009
3999999999999999929 : 25771*77569*2000969771
3999999999999999930 : 2*3*5*11*55109*219949774469
3999999999999999931 : 13*251*991*7039*175735013
3999999999999999932 : 2*2*320989741*3115364363
3999999999999999933 : 3*3*7*149*426121231490359
3999999999999999934 : 2*145213*13772871574859
3999999999999999935 : 5*97*4211*490573*3992357
3999999999999999936 : 2*2*2*2*2*2*3*41*41*148721*83333333
3999999999999999937 : 31*103*4153*301647091153
3999999999999999938 : 2*53*11346227*3325849999
3999999999999999939 : 3*19*19*269*13730275600957
3999999999999999940 : 2*2*5*7*17*1680672268907563
3999999999999999941 : 11*11*11*23*43*47*64652866717
3999999999999999942 : 2*3*3*3*74074074074074073
3999999999999999943 : 74959*53362504835977
3999999999999999944 : 2*2*2*13*67*76541*7499938763
3999999999999999945 : 3*5*31326653*8512453171
3999999999999999946 : 2*278347*1649303*4356553
3999999999999999947 : 7*229*1531*1629863665979
3999999999999999948 : 2*2*3*64169297*5194592257
3999999999999999949 : 42667*360053*260376299
3999999999999999950 : 2*5*5*257*24953*12474814519
3999999999999999951 : 3*3*29*449*1327*51971*494927
3999999999999999952 : 2*2*2*2*11*22727272727272727
3999999999999999953 : 227*17621145374449339
3999999999999999954 : 2*3*7*19993*4763572012109
3999999999999999955 : 5*799999999999999991
3999999999999999956 : 2*2*999999999999999989
3999999999999999957 : 3*13*17*36791*202717*808937
3999999999999999958 : 2*19*61*1725625539257981
3999999999999999959 : 37*16703*599009*10805141
3999999999999999960 : 2*2*2*3*3*5*2071723*5363222357
3999999999999999961 : 7*7*7*7*78031*103651*205981
3999999999999999962 : 2*109*173*1787*59351656159
3999999999999999963 : 3*11*6947*17448124544713
3999999999999999964 : 2*2*23*71*307*2251*6257*141623
3999999999999999965 : 5*73*683*1712017*9372131
3999999999999999966 : 2*3*666666666666666661
3999999999999999967 : 83*2207939*21827039191
3999999999999999968 : 2*2*2*2*2*7*31*127*127*103561*344863
3999999999999999969 : 3*3*3*19141747*7739531201
3999999999999999970 : 2*5*13*3259*320011*29503081
3999999999999999971 : 21319*1396141*134389049
3999999999999999972 : 2*2*3*333333333333333331
3999999999999999973 : 263*1847*3803*2165264831
3999999999999999974 : 2*11*17*10695187165775401
3999999999999999975 : 3*5*5*7*59*113*2857*19801*20201
3999999999999999976 : 2*2*2*313*1033*1546412477693
3999999999999999977 : 19*41*79*839*35521*2180963
3999999999999999978 : 2*3*3*222222222222222221
3999999999999999979 : 383*10443864229765013
3999999999999999980 : 2*2*5*29*599*31139*369743471
3999999999999999981 : 3*8861*150472106233307
3999999999999999982 : 2*7*593*481811611659841
3999999999999999983 : 13*41732101*7373036591
3999999999999999984 : 2*2*2*2*3*43*691*983*3943*723589
3999999999999999985 : 5*11*72727272727272727
3999999999999999986 : 2*199*199*293*196853*875617
3999999999999999987 : 3*3*23*508637*37991084993
3999999999999999988 : 2*2*47*1283*949261*17469877
3999999999999999989 : 7*89*503*12764504465981
3999999999999999990 : 2*3*5*170809*780598992637
3999999999999999991 : 17*53*211*233*2393*37735849
3999999999999999992 : 2*2*2*223*208513*10753058401
3999999999999999993 : 3*139*4024357*2383567397
3999999999999999994 : 2*112957699*17705743103
3999999999999999995 : 5*159059*303539*16569799
3999999999999999996 : 2*2*3*3*3*3*7*11*13*19*37*52579*333667
3999999999999999997 : 421*9501187648456057
3999999999999999998 : 2*432809599*4620969601
3999999999999999999 : 3*31*64516129*666666667
