2014-01-01;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;29;24;34;8.95;0.00;0
2014-01-02;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;30;19;33;18.12;0.13;0
2014-01-03;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;16;9;19;19.69;0.22;0
2014-01-04;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;15;3;31;7.16;0.00;0
2014-01-05;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;31;23;49;6.93;0.10;0
2014-01-06;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;46;20;53;21.03;0.41;0
2014-01-07;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;15;6;20;22.82;0.00;0
2014-01-08;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;14;10;24;12.75;0.00;0
2014-01-09;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;26;22;34;6.71;0.00;0
2014-01-10;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;31;24;38;3.80;0.19;0
2014-01-11;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;46;38;54;16.11;0.72;0
2014-01-12;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;47;33;52;14.99;0.00;0
2014-01-13;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;40;30;50;12.08;0.00;0
2014-01-14;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;46;43;48;8.95;0.55;0
2014-01-15;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;40;32;44;4.92;0.00;0
2014-01-16;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;40;35;42;6.93;0.00;0
2014-01-17;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;37;28;45;7.16;0.00;0
2014-01-18;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;39;28;42;10.74;0.24;0
2014-01-19;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;31;26;38;15.88;0.00;0
2014-01-20;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;39;33;48;14.99;0.00;0
2014-01-21;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;27;13;33;15.88;0.35;0
2014-01-22;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;13;7;18;19.01;0.01;0
2014-01-23;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;14;8;21;13.87;0.00;0
2014-01-24;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;16;11;20;17.22;0.00;0
2014-01-25;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;24;20;30;20.80;0.04;0
2014-01-26;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;22;18;36;16.78;0.00;0
2014-01-27;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;35;22;45;14.32;0.00;0
2014-01-28;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;20;14;22;9.84;0.00;0
2014-01-29;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;19;16;24;13.42;0.05;0
2014-01-30;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;21;14;28;7.83;0.00;0
2014-01-31;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;31;25;43;9.40;0.00;0
2014-02-01;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;36;30;43;4.03;0.00;0
2014-02-02;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;39;30;52;7.16;0.00;0
2014-02-03;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;38;28;44;12.08;1.08;1
2014-02-04;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;29;22;35;5.82;0.00;0
2014-02-05;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;32;30;35;10.96;1.20;0
2014-02-06;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;29;24;32;11.41;0.00;0
2014-02-07;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;28;25;32;13.42;0.00;0
2014-02-08;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;27;21;29;8.50;0.00;0
2014-02-09;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;26;20;30;8.50;0.13;1
2014-02-10;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;26;21;29;15.21;0.00;0
2014-02-11;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;22;16;25;12.53;0.00;0
2014-02-12;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;19;12;27;8.05;0.00;0
2014-02-13;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;31;26;36;21.03;1.27;0
2014-02-14;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;36;32;41;19.24;0.13;0
2014-02-15;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;34;28;37;14.99;0.11;0
2014-02-16;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;27;22;30;16.78;0.00;0
2014-02-17;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;24;19;32;10.29;0.00;0
2014-02-18;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;32;26;40;9.17;0.15;0
2014-02-19;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;36;27;44;8.28;0.31;1
2014-02-20;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;39;33;44;7.83;0.02;1
2014-02-21;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;40;35;47;10.29;0.14;0
2014-02-22;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;42;34;53;11.41;0.00;1
2014-02-23;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;44;35;55;6.71;0.00;0
2014-02-24;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;40;28;45;18.12;0.02;0
2014-02-25;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;30;26;35;12.75;0.00;0
2014-02-26;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;28;20;33;11.63;0.03;0
2014-02-27;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;25;15;35;14.99;0.00;0
2014-02-28;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;18;11;26;10.51;0.00;0
2014-03-01;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;26;17;36;6.04;0.00;0
2014-03-02;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;36;30;43;7.61;0.00;0
2014-03-03;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;27;18;35;13.87;0.04;0
2014-03-04;USW00094789;JFK INTERNATIONAL AIRPORT, NY US;20;13;29;7.83;0.00;0
